-0.20000, 0.45000,f,captured
-0.20000, 0.45000,f,captured
-0.20000, 0.40000,f,entered
-0.20000, 0.40000,f,entered
-0.20000, 0.42500,f,entered
-0.20000, 0.44000,f,entered
-0.20000, 0.45000,f,entered
-0.20000, 0.45000,f,captured
-0.20000, 0.45000,f,captured
-0.20000, 0.45000,f,captured
-0.20000, 0.45000,f,entered
-0.20000, 0.60000,f,captured
-0.20000, 0.50000,f,captured
-0.20000, 0.25000,f,entered
0.00000, 0.25000,f,entered
0.00000, 0.40000,f,captured
0.00000, 0.40000,f,entered
0.00000, 0.40000,f,entered
0.00000, 0.40000,f,captured
0.00000, 0.40000,f,entered
0.00000, 0.50000,f,captured
-0.20000, 0.50000,f,captured
-0.20000, 0.40000,f,entered
-0.20000, 0.35000,f,entered
0.00000, 0.45000,f,captured
0.00000, 0.46000,f,captured
-0.40000, 0.43000,f,entered
-0.40000, 0.43000,f,captured
-0.40000, 0.43000,f,entered
-0.40000, 0.43000,f,entered
-0.40000, 0.43000,f,captured
-0.60000, 0.43000,f,captured
-0.60000, 0.41000,f,captured
-0.60000, 0.42000,f,captured
-0.60000, 0.25000,f,captured
-0.60000, 0.25000,f,captured
-0.50000, 0.42000,f,captured
-0.50000, 0.42000,f,captured
-0.50000, 0.41500,f,captured
-0.50000, 0.41500,f,captured
-0.50000, 0.50000,f,captured
-0.50000, 0.25000,f,entered
-0.50000, 0.25000,f,entered
-0.50000, 0.30000,f,entered
-0.50000, 0.30000,f,entered
-0.50000, 0.45000,f,captured
-0.50000, 0.45000,f,captured
-0.50000, 0.40000,f,captured
-0.50000, 0.35000,f,captured
-0.50000, 0.35000,f,captured
-0.50000, 0.35000,f,captured
-0.50000, 0.50000,f,captured
-0.50000, 0.45000,f,captured
